delta_tf,delta_idf,delta_entropy,y
1.0599999999999996,-24.0,-1.0411547543613433,-1.0
-1.0599999999999996,24.0,1.0411547543613433,1.0
0.46999999999999975,-8.0,-0.5208257134296349,-1.0
-0.46999999999999975,8.0,0.5208257134296349,1.0
0.13999999999999968,-71.0,-2.212034512766886,-1.0
-0.13999999999999968,71.0,2.212034512766886,1.0
2.05,-33.0,-1.1387280817778977,-1.0
-2.05,33.0,1.1387280817778977,1.0
0.8699999999999997,-20.0,-1.0563938740182865,-1.0
-0.8699999999999997,20.0,1.0563938740182865,1.0
0.15999999999999925,-49.0,-1.2090067922788807,-1.0
-0.15999999999999925,49.0,1.2090067922788807,1.0
-0.5900000000000007,-27.0,-0.715644172074512,-1.0
0.5900000000000007,27.0,0.715644172074512,1.0
0.009999999999999787,-23.0,-0.3919884953677093,-1.0
-0.009999999999999787,23.0,0.3919884953677093,1.0
0.9899999999999998,-18.0,-1.0907404640637535,-1.0
-0.9899999999999998,18.0,1.0907404640637535,1.0
0.7499999999999996,-18.0,-0.32958295541859683,-1.0
-0.7499999999999996,18.0,0.32958295541859683,1.0
0.7899999999999996,-8.0,0.24002690038011837,-1.0
-0.7899999999999996,8.0,-0.24002690038011837,1.0
0.5599999999999996,-25.0,-1.2900064610044946,-1.0
-0.5599999999999996,25.0,1.2900064610044946,1.0
-0.28000000000000025,-61.0,-1.5891879819827772,-1.0
0.28000000000000025,61.0,1.5891879819827772,1.0
-0.4900000000000002,-8.0,-0.5331538039430148,-1.0
0.4900000000000002,8.0,0.5331538039430148,1.0
1.1099999999999994,-32.0,-1.2540628907062787,-1.0
-1.1099999999999994,32.0,1.2540628907062787,1.0
0.9599999999999995,-8.0,-0.5690851892005553,-1.0
-0.9599999999999995,8.0,0.5690851892005553,1.0
2.5599999999999996,-8.0,-0.6362787483270217,-1.0
-2.5599999999999996,8.0,0.6362787483270217,1.0
-0.20999999999999996,-44.0,-1.528248942671277,-1.0
0.20999999999999996,44.0,1.528248942671277,1.0
-0.48999999999999977,-78.0,-2.5369911422385854,-1.0
0.48999999999999977,78.0,2.5369911422385854,1.0
0.020000000000000018,-68.0,-3.2416062382579294,-1.0
-0.020000000000000018,68.0,3.2416062382579294,1.0
-1.3800000000000003,-17.0,-1.4483803779922642,-1.0
1.3800000000000003,17.0,1.4483803779922642,1.0
0.10000000000000009,-27.0,-1.2830552968202915,-1.0
-0.10000000000000009,27.0,1.2830552968202915,1.0
-0.48999999999999977,-11.0,-0.7627262558885831,-1.0
0.48999999999999977,11.0,0.7627262558885831,1.0
-0.8199999999999998,-74.0,-2.453935055225834,-1.0
0.8199999999999998,74.0,2.453935055225834,1.0
1.0900000000000003,-36.0,-1.380628624236846,-1.0
-1.0900000000000003,36.0,1.380628624236846,1.0
-0.08999999999999986,-23.0,-1.2982944164772345,-1.0
0.08999999999999986,23.0,1.2982944164772345,1.0
-0.8000000000000003,-52.0,-1.450907334737829,-1.0
0.8000000000000003,52.0,1.450907334737829,1.0
-1.5500000000000003,-30.0,-0.9575447145334602,-1.0
1.5500000000000003,30.0,0.9575447145334602,1.0
-0.1499999999999999,-2.0,-0.2813691143332892,-1.0
0.1499999999999999,2.0,0.2813691143332892,1.0
-0.9499999999999997,-26.0,-0.6338890378266575,-1.0
0.9499999999999997,26.0,0.6338890378266575,1.0
0.9700000000000002,-6.0,-0.4377653316504732,-1.0
-0.9700000000000002,6.0,0.4377653316504732,1.0
0.03000000000000025,-21.0,-1.3326410065227015,-1.0
-0.03000000000000025,21.0,1.3326410065227015,1.0
-0.20999999999999996,-21.0,-0.571483497877545,-1.0
0.20999999999999996,21.0,0.571483497877545,1.0
-0.16999999999999993,-11.0,-0.0018736420788297986,-1.0
0.16999999999999993,11.0,0.0018736420788297986,1.0
-0.3999999999999999,-28.0,-1.5319070034634426,-1.0
0.3999999999999999,28.0,1.5319070034634426,1.0
-1.2399999999999998,-64.0,-1.8310885244417254,-1.0
1.2399999999999998,64.0,1.8310885244417254,1.0
-1.4499999999999997,-11.0,-0.775054346401963,-1.0
1.4499999999999997,11.0,0.775054346401963,1.0
0.1499999999999999,-35.0,-1.495963433165227,-1.0
-0.1499999999999999,35.0,1.495963433165227,1.0
0.0,-11.0,-0.8109857316595035,-1.0
-0.0,11.0,0.8109857316595035,1.0
1.6,-11.0,-0.8781792907859699,-1.0
-1.6,11.0,0.8781792907859699,1.0
-0.5299999999999998,-7.0,-0.11262374579322791,-1.0
0.5299999999999998,7.0,0.11262374579322791,1.0
0.43999999999999995,-4.0,-0.07049429158523597,-1.0
-0.43999999999999995,4.0,0.07049429158523597,1.0
1.58,-2.0,-0.05420130734784885,-1.0
-1.58,2.0,0.05420130734784885,1.0
0.8999999999999999,-3.0,-0.24216229584048599,-1.0
-0.8999999999999999,3.0,0.24216229584048599,1.0
-1.1700000000000004,27.0,0.07986856467901293,1.0
1.1700000000000004,-27.0,-0.07986856467901293,-1.0
-0.9999999999999996,44.0,1.5982565807841465,1.0
0.9999999999999996,-44.0,-1.5982565807841465,-1.0
-0.2799999999999998,33.0,0.7655226867826941,1.0
0.2799999999999998,-33.0,-0.7655226867826941,-1.0
0.06000000000000005,42.0,1.2468798283379878,1.0
-0.06000000000000005,-42.0,-1.2468798283379878,-1.0
1.1800000000000002,38.0,1.090483611020804,1.0
-1.1800000000000002,-38.0,-1.090483611020804,-1.0
0.2400000000000002,23.0,0.19560793614857563,1.0
-0.2400000000000002,-23.0,-0.19560793614857563,-1.0
0.0,23.0,0.9567654447937322,1.0
-0.0,-23.0,-0.9567654447937322,-1.0
0.040000000000000036,33.0,1.5263753005924474,1.0
-0.040000000000000036,-33.0,-1.5263753005924474,-1.0
-1.2399999999999998,33.0,0.7531945962693142,1.0
1.2399999999999998,-33.0,-0.7531945962693142,-1.0
0.20999999999999996,33.0,0.7172632110117737,1.0
-0.20999999999999996,-33.0,-0.7172632110117737,-1.0
1.81,33.0,0.6500696518853073,1.0
-1.81,-33.0,-0.6500696518853073,-1.0
-0.31999999999999984,37.0,1.4156251968780493,1.0
0.31999999999999984,-37.0,-1.4156251968780493,-1.0
0.6499999999999999,40.0,1.457754651086041,1.0
-0.6499999999999999,-40.0,-1.457754651086041,-1.0
1.79,42.0,1.4740476353234282,1.0
-1.79,-42.0,-1.4740476353234282,-1.0
1.1099999999999999,41.0,1.2860866468307912,1.0
-1.1099999999999999,-41.0,-1.2860866468307912,-1.0
0.27,43.0,1.5982565807841465,1.0
-0.27,-43.0,-1.5982565807841465,-1.0
2.39,43.0,1.528248942671277,1.0
-2.39,-43.0,-1.528248942671277,-1.0
-0.8900000000000006,61.0,1.088610764246321,1.0
0.8900000000000006,-61.0,-1.088610764246321,-1.0
-0.7199999999999998,78.0,2.6069987803514545,1.0
0.7199999999999998,-78.0,-2.6069987803514545,-1.0
0.5899999999999999,51.0,1.2539358454182936,1.0
-0.5899999999999999,-51.0,-1.2539358454182936,-1.0
0.0,67.0,1.7742648863500021,1.0
-0.0,-67.0,-1.7742648863500021,-1.0
1.58,42.0,1.1563625180017392,1.0
-1.58,-42.0,-1.1563625180017392,-1.0
0.3999999999999999,55.0,1.2386967257613506,1.0
-0.3999999999999999,-55.0,-1.2386967257613506,-1.0
-1.0600000000000005,48.0,1.579446427705125,1.0
1.0600000000000005,-48.0,-1.579446427705125,-1.0
0.33999999999999986,76.0,2.255622027905296,1.0
-0.33999999999999986,-76.0,-2.255622027905296,-1.0
-0.45999999999999996,52.0,1.9031021044119276,1.0
0.45999999999999996,-52.0,-1.9031021044119276,-1.0
1.46,72.0,2.099225810588112,1.0
-1.46,-72.0,-2.099225810588112,-1.0
0.52,57.0,1.2043501357158837,1.0
-0.52,-57.0,-1.2043501357158837,-1.0
0.2799999999999998,57.0,1.9655076443610402,1.0
-0.2799999999999998,-57.0,-1.9655076443610402,-1.0
0.31999999999999984,67.0,2.5351175001597555,1.0
-0.31999999999999984,-67.0,-2.5351175001597555,-1.0
0.08999999999999986,50.0,1.0050841387751426,1.0
-0.08999999999999986,-50.0,-1.0050841387751426,-1.0
-0.96,67.0,1.7619367958366223,1.0
0.96,-67.0,-1.7619367958366223,-1.0
0.6399999999999997,43.0,1.0410277090733582,1.0
-0.6399999999999997,-43.0,-1.0410277090733582,-1.0
0.48999999999999977,67.0,1.7260054105790816,1.0
-0.48999999999999977,-67.0,-1.7260054105790816,-1.0
2.09,67.0,1.6588118514526153,1.0
-2.09,-67.0,-1.6588118514526153,-1.0
-0.040000000000000036,71.0,2.424367396445357,1.0
0.040000000000000036,-71.0,-2.424367396445357,-1.0
0.9299999999999997,74.0,2.4664968506533493,1.0
-0.9299999999999997,-74.0,-2.4664968506533493,-1.0
1.3899999999999997,75.0,2.294828846398099,1.0
-1.3899999999999997,-75.0,-2.294828846398099,-1.0
0.5499999999999998,77.0,2.6069987803514545,1.0
-0.5499999999999998,-77.0,-2.6069987803514545,-1.0
2.67,77.0,2.5369911422385854,1.0
-2.67,-77.0,-2.5369911422385854,-1.0
-1.4000000000000004,51.0,1.793225860265665,1.0
1.4000000000000004,-51.0,-1.793225860265665,-1.0
-1.2299999999999995,68.0,3.3116138763707985,1.0
1.2299999999999995,-68.0,-3.3116138763707985,-1.0
0.08000000000000007,41.0,1.9585509414376376,1.0
-0.08000000000000007,-41.0,-1.9585509414376376,-1.0
-0.5099999999999998,57.0,2.478879982369346,1.0
0.5099999999999998,-57.0,-2.478879982369346,-1.0
-0.10999999999999988,45.0,1.9433118217806946,1.0
0.10999999999999988,-45.0,-1.9433118217806946,-1.0
-1.5700000000000003,38.0,2.284061523724469,1.0
1.5700000000000003,-38.0,-2.284061523724469,-1.0
-0.16999999999999993,66.0,2.96023712392464,1.0
0.16999999999999993,-66.0,-2.96023712392464,-1.0
-0.9699999999999998,42.0,2.6077172004312716,1.0
0.9699999999999998,-42.0,-2.6077172004312716,-1.0
0.9500000000000002,62.0,2.803840906607456,1.0
-0.9500000000000002,-62.0,-2.803840906607456,-1.0
0.010000000000000231,47.0,1.9089652317352277,1.0
-0.010000000000000231,-47.0,-1.9089652317352277,-1.0
-0.22999999999999998,47.0,2.670122740380384,1.0
0.22999999999999998,-47.0,-2.670122740380384,-1.0
-0.18999999999999995,57.0,3.2397325961790995,1.0
0.18999999999999995,-57.0,-3.2397325961790995,-1.0
-0.41999999999999993,40.0,1.7096992347944866,1.0
0.41999999999999993,-40.0,-1.7096992347944866,-1.0
-1.4699999999999998,57.0,2.4665518918559663,1.0
1.4699999999999998,-57.0,-2.4665518918559663,-1.0
0.1299999999999999,33.0,1.7456428050927022,1.0
-0.1299999999999999,-33.0,-1.7456428050927022,-1.0
-0.020000000000000018,57.0,2.4306205065984257,1.0
0.020000000000000018,-57.0,-2.4306205065984257,-1.0
1.58,57.0,2.363426947471959,1.0
-1.58,-57.0,-2.363426947471959,-1.0
-0.5499999999999998,61.0,3.128982492464701,1.0
0.5499999999999998,-61.0,-3.128982492464701,-1.0
0.41999999999999993,64.0,3.1711119466726934,1.0
-0.41999999999999993,-64.0,-3.1711119466726934,-1.0
1.56,66.0,3.1874049309100805,1.0
-1.56,-66.0,-3.1874049309100805,-1.0
0.8799999999999999,65.0,2.999443942417443,1.0
-0.8799999999999999,-65.0,-2.999443942417443,-1.0
0.040000000000000036,67.0,3.3116138763707985,1.0
-0.040000000000000036,-67.0,-3.3116138763707985,-1.0
2.16,67.0,3.2416062382579294,1.0
-2.16,-67.0,-3.2416062382579294,-1.0
0.17000000000000082,17.0,1.5183880161051335,1.0
-0.17000000000000082,-17.0,-1.5183880161051335,-1.0
0.5600000000000005,-57.0,-1.0055546772335697,-1.0
-0.5600000000000005,57.0,1.0055546772335697,1.0
2.4700000000000006,-19.0,0.0677517537554182,-1.0
-2.4700000000000006,19.0,-0.0677517537554182,1.0
0.5800000000000001,-35.0,-0.002526956745564801,-1.0
-0.5800000000000001,35.0,0.002526956745564801,1.0
1.2300000000000004,15.0,1.1670112636589751,1.0
-1.2300000000000004,-15.0,-1.1670112636589751,-1.0
2.3500000000000005,11.0,1.010615046341791,1.0
-2.3500000000000005,-11.0,-1.010615046341791,-1.0
0.14000000000000057,-47.0,-0.3827081464494613,-1.0
-0.14000000000000057,47.0,0.3827081464494613,1.0
1.5300000000000002,-18.0,-0.047583055172962796,-1.0
-1.5300000000000002,18.0,0.047583055172962796,1.0
0.8500000000000005,10.0,1.3357566321990364,1.0
-0.8500000000000005,-10.0,-1.3357566321990364,-1.0
1.8200000000000003,13.0,1.3778860864070284,1.0
-1.8200000000000003,-13.0,-1.3778860864070284,-1.0
2.9600000000000004,15.0,1.3941790706444155,1.0
-2.9600000000000004,-15.0,-1.3941790706444155,-1.0
2.2800000000000002,14.0,1.2062180821517783,1.0
-2.2800000000000002,-14.0,-1.2062180821517783,-1.0
1.4400000000000004,16.0,1.5183880161051335,1.0
-1.4400000000000004,-16.0,-1.5183880161051335,-1.0
3.5600000000000005,16.0,1.4483803779922642,1.0
-3.5600000000000005,-16.0,-1.4483803779922642,-1.0
1.3099999999999996,-27.0,-1.3530629349331609,-1.0
-1.3099999999999996,27.0,1.3530629349331609,1.0
0.7199999999999998,-11.0,-0.8327338940014524,-1.0
-0.7199999999999998,11.0,0.8327338940014524,1.0
0.3899999999999997,-74.0,-2.5239426933387032,-1.0
-0.3899999999999997,74.0,2.5239426933387032,1.0
2.3,-36.0,-1.4506362623497153,-1.0
-2.3,36.0,1.4506362623497153,1.0
1.1199999999999997,-23.0,-1.368302054590104,-1.0
-1.1199999999999997,23.0,1.368302054590104,1.0
0.40999999999999925,-52.0,-1.5209149728506983,-1.0
-0.40999999999999925,52.0,1.5209149728506983,1.0
-0.34000000000000075,-30.0,-1.0275523526463295,-1.0
0.34000000000000075,30.0,1.0275523526463295,1.0
1.0599999999999996,-2.0,-0.3513767524461585,-1.0
-1.0599999999999996,2.0,0.3513767524461585,1.0
0.2599999999999998,-26.0,-0.7038966759395268,-1.0
-0.2599999999999998,26.0,0.7038966759395268,1.0
2.1799999999999997,-6.0,-0.5077729697633425,-1.0
-2.1799999999999997,6.0,0.5077729697633425,1.0
1.2399999999999998,-21.0,-1.4026486446355708,-1.0
-1.2399999999999998,21.0,1.4026486446355708,1.0
0.9999999999999996,-21.0,-0.6414911359904143,-1.0
-0.9999999999999996,21.0,0.6414911359904143,1.0
1.0399999999999996,-11.0,-0.07188128019169909,-1.0
-1.0399999999999996,11.0,0.07188128019169909,1.0
0.8099999999999996,-28.0,-1.601914641576312,-1.0
-0.8099999999999996,28.0,1.601914641576312,1.0
-0.03000000000000025,-64.0,-1.9010961625545948,-1.0
0.03000000000000025,64.0,1.9010961625545948,1.0
-0.2400000000000002,-11.0,-0.8450619845148323,-1.0
0.2400000000000002,11.0,0.8450619845148323,1.0
1.3599999999999994,-35.0,-1.5659710712780963,-1.0
-1.3599999999999994,35.0,1.5659710712780963,1.0
1.2099999999999995,-11.0,-0.8809933697723727,-1.0
-1.2099999999999995,11.0,0.8809933697723727,1.0
2.8099999999999996,-11.0,-0.9481869288988392,-1.0
-2.8099999999999996,11.0,0.9481869288988392,1.0
0.6799999999999997,-7.0,-0.1826313839060972,-1.0
-0.6799999999999997,7.0,0.1826313839060972,1.0
1.6499999999999995,-4.0,-0.14050192969810527,-1.0
-1.6499999999999995,4.0,0.14050192969810527,1.0
2.7899999999999996,-2.0,-0.12420894546071815,-1.0
-2.7899999999999996,2.0,0.12420894546071815,1.0
2.1099999999999994,-3.0,-0.3121699339533553,-1.0
-2.1099999999999994,3.0,0.3121699339533553,1.0
-0.5899999999999999,16.0,0.5203290409317085,1.0
0.5899999999999999,-16.0,-0.5203290409317085,-1.0
-0.9199999999999999,-47.0,-1.1708797584055424,-1.0
0.9199999999999999,47.0,1.1708797584055424,1.0
-0.9000000000000004,-25.0,-0.16785203791753744,-1.0
0.9000000000000004,25.0,0.16785203791753744,1.0
-0.25,25.0,1.0016861824870023,1.0
0.25,-25.0,-1.0016861824870023,-1.0
0.8700000000000001,21.0,0.8452899651698184,1.0
-0.8700000000000001,-21.0,-0.8452899651698184,-1.0
-0.27,16.0,1.2811816547414618,1.0
0.27,-16.0,-1.2811816547414618,-1.0
-1.3399999999999999,-37.0,-0.5480332276214339,-1.0
1.3399999999999999,37.0,0.5480332276214339,1.0
-1.5499999999999998,16.0,0.5080009504183286,1.0
1.5499999999999998,-16.0,-0.5080009504183286,-1.0
-0.10000000000000009,16.0,0.47206956516078813,1.0
0.10000000000000009,-16.0,-0.47206956516078813,-1.0
1.5,16.0,0.4048760060343217,1.0
-1.5,-16.0,-0.4048760060343217,-1.0
-0.6299999999999999,20.0,1.1704315510270638,1.0
0.6299999999999999,-20.0,-1.1704315510270638,-1.0
0.33999999999999986,23.0,1.2125610052350555,1.0
-0.33999999999999986,-23.0,-1.2125610052350555,-1.0
1.48,25.0,1.2288539894724426,1.0
-1.48,-25.0,-1.2288539894724426,-1.0
0.7999999999999998,24.0,1.0408930009798056,1.0
-0.7999999999999998,-24.0,-1.0408930009798056,-1.0
-0.040000000000000036,26.0,1.3530629349331609,1.0
0.040000000000000036,-26.0,-1.3530629349331609,-1.0
2.08,26.0,1.2830552968202915,1.0
-2.08,-26.0,-1.2830552968202915,-1.0
-0.33000000000000007,-63.0,-1.6912087993372509,-1.0
0.33000000000000007,63.0,1.6912087993372509,1.0
1.58,-25.0,-0.617902368348263,-1.0
-1.58,25.0,0.617902368348263,1.0
0.3999999999999999,-12.0,-0.5355681605886515,-1.0
-0.3999999999999999,12.0,0.5355681605886515,1.0
-0.3100000000000005,-41.0,-0.688181078849246,-1.0
0.3100000000000005,41.0,0.688181078849246,1.0
-1.0600000000000005,-19.0,-0.19481845864487712,-1.0
1.0600000000000005,19.0,0.19481845864487712,1.0
0.33999999999999986,9.0,0.48135714155529385,1.0
-0.33999999999999986,-9.0,-0.48135714155529385,-1.0
-0.45999999999999996,-15.0,0.1288372180619256,-1.0
0.45999999999999996,15.0,-0.1288372180619256,1.0
0.08999999999999986,-17.0,-0.7691807475748595,-1.0
-0.08999999999999986,17.0,0.7691807475748595,1.0
-0.75,-53.0,-1.0683622685531424,-1.0
0.75,53.0,1.0683622685531424,1.0
0.6399999999999997,-24.0,-0.733237177276644,-1.0
-0.6399999999999997,24.0,0.733237177276644,1.0
0.9299999999999997,7.0,0.6922319643033471,1.0
-0.9299999999999997,-7.0,-0.6922319643033471,-1.0
2.07,9.0,0.7085249485407342,1.0
-2.07,-9.0,-0.7085249485407342,-1.0
0.5499999999999998,10.0,0.8327338940014524,1.0
-0.5499999999999998,-10.0,-0.8327338940014524,-1.0
2.67,10.0,0.7627262558885831,1.0
-2.67,-10.0,-0.7627262558885831,-1.0
1.9100000000000001,38.0,1.073306430988988,1.0
-1.9100000000000001,-38.0,-1.073306430988988,-1.0
0.73,51.0,1.1556406387485993,1.0
-0.73,-51.0,-1.1556406387485993,-1.0
-0.7300000000000004,44.0,1.4963903406923738,1.0
0.7300000000000004,-44.0,-1.4963903406923738,-1.0
0.6699999999999999,72.0,2.172565940892545,1.0
-0.6699999999999999,-72.0,-2.172565940892545,-1.0
-0.1299999999999999,48.0,1.8200460173991764,1.0
0.1299999999999999,-48.0,-1.8200460173991764,-1.0
1.79,68.0,2.0161697235753606,1.0
-1.79,-68.0,-2.0161697235753606,-1.0
0.8500000000000001,53.0,1.1212940487031324,1.0
-0.8500000000000001,-53.0,-1.1212940487031324,-1.0
0.6099999999999999,53.0,1.882451557348289,1.0
-0.6099999999999999,-53.0,-1.882451557348289,-1.0
0.6499999999999999,63.0,2.452061413147004,1.0
-0.6499999999999999,-63.0,-2.452061413147004,-1.0
0.41999999999999993,46.0,0.9220280517623913,1.0
-0.41999999999999993,-46.0,-0.9220280517623913,-1.0
-0.6299999999999999,63.0,1.678880708823871,1.0
0.6299999999999999,-63.0,-1.678880708823871,-1.0
0.9699999999999998,39.0,0.9579716220606069,1.0
-0.9699999999999998,-39.0,-0.9579716220606069,-1.0
0.8199999999999998,63.0,1.6429493235663304,1.0
-0.8199999999999998,-63.0,-1.6429493235663304,-1.0
2.42,63.0,1.575755764439864,1.0
-2.42,-63.0,-1.575755764439864,-1.0
0.29000000000000004,67.0,2.341311309432606,1.0
-0.29000000000000004,-67.0,-2.341311309432606,-1.0
1.2599999999999998,70.0,2.383440763640598,1.0
-1.2599999999999998,-70.0,-2.383440763640598,-1.0
2.4,72.0,2.399733747877985,1.0
-2.4,-72.0,-2.399733747877985,-1.0
1.7199999999999998,71.0,2.211772759385348,1.0
-1.7199999999999998,-71.0,-2.211772759385348,-1.0
0.8799999999999999,73.0,2.5239426933387032,1.0
-0.8799999999999999,-73.0,-2.5239426933387032,-1.0
3.0,73.0,2.453935055225834,1.0
-3.0,-73.0,-2.453935055225834,-1.0
-1.2400000000000002,34.0,1.0992595099035567,1.0
1.2400000000000002,-34.0,-1.0992595099035567,-1.0
-0.1200000000000001,30.0,0.9428632925863728,1.0
0.1200000000000001,-30.0,-0.9428632925863728,-1.0
-1.2600000000000002,25.0,1.3787549821580163,1.0
1.2600000000000002,-25.0,-1.3787549821580163,-1.0
-2.54,25.0,0.605574277834883,1.0
2.54,-25.0,-0.605574277834883,-1.0
-1.0900000000000003,25.0,0.5696428925773426,1.0
1.0900000000000003,-25.0,-0.5696428925773426,-1.0
0.5099999999999998,25.0,0.5024493334508762,1.0
-0.5099999999999998,-25.0,-0.5024493334508762,-1.0
-1.62,29.0,1.2680048784436182,1.0
1.62,-29.0,-1.2680048784436182,-1.0
-0.6500000000000004,32.0,1.31013433265161,1.0
0.6500000000000004,-32.0,-1.31013433265161,-1.0
0.48999999999999977,34.0,1.326427316888997,1.0
-0.48999999999999977,-34.0,-1.326427316888997,-1.0
-0.1900000000000004,33.0,1.13846632839636,1.0
0.1900000000000004,-33.0,-1.13846632839636,-1.0
